Year,type,Category,Dollars,Category_name
2023,exp,930,1065,Elected Officers
2023,exp,941,1742,Public Safety
2023,exp,944,232,Bus & Profession Regulation
2023,exp,945,32406,Medicaid
2023,exp,946,653,Capital Improvement
2023,exp,948,5652,Other Departments
2023,exp,949,328,Other Boards & Commissions
2023,exp,959,14698,K-12 Education
2023,exp,960,2550,University Education
2023,exp,903,1951.4366831900002,Debt Service
2023,exp,970,10901.30023769,Local Govt Transfers
